index,mem_percent,mem_free,mem_available,mem_used
1,16.3,44699967488,45914091520,7522578432
2,16.4,44652650496,45866774528,7677722624
3,16.3,44714741760,45928804352,7715500032
4,16.3,44747321344,45961383936,7691214848
5,16.0,44890226688,46104289280,7498874880
6,16.0,44871708672,46085771264,7452696576
7,16.0,44902944768,46117085184,7427432448
8,15.9,44939513856,46153654272,7496544256
9,16.0,44913508352,46127648768,7444914176
10,15.8,44984864768,46199005184,7453847552
11,15.9,44941324288,46155390976,7497203712
12,15.8,45020958720,46235025408,7525396480
13,15.7,45054476288,46268375040,7600369664
14,15.6,45103947776,46317682688,7652753408
15,15.6,45131628544,46345367552,7480578048
16,15.5,45158125568,46371844096,7497121792
17,15.4,45196189696,46409908224,7567216640
18,15.5,45172465664,46386020352,7680520192
19,15.9,44967047168,46180962304,7471792128
20,15.8,44999610368,46213439488,7547408384
21,15.9,44934332416,46148202496,7720615936
22,16.0,44883480576,46097182720,7747248128
23,15.5,45154480128,46368182272,7445725184
24,15.7,45025259520,46239072256,7521587200
25,15.8,44991156224,46204960768,7603687424
26,15.5,45133672448,46347476992,7413399552
27,16.1,44844298240,46058356736,7594074112
28,15.8,45000523776,46214582272,7437848576
29,15.7,45036990464,46251048960,7509540864
30,15.9,44939075584,46152876032,7716012032
31,15.8,45007507456,46221307904,7594827776
32,16.0,44906561536,46120361984,7641362432
33,15.8,44995891200,46209732608,7551803392
34,15.7,45036711936,46250557440,7562194944
35,16.4,44641468416,45855592448,7688765440
36,16.2,44796633088,46010757120,7641096192
37,16.2,44750229504,45964328960,7573676032
38,16.2,44803936256,46018113536,7446306816
39,16.1,44851052544,46065172480,7479533568
40,15.8,44978864128,46192984064,7404142592
41,15.8,44970344448,46184337408,7468675072
42,15.9,44944281600,46158266368,7570911232
43,16.3,44702535680,45916708864,7411838976
44,16.3,44703125504,45917298688,7459024896
45,16.1,44828729344,46042902528,7393804288
46,15.9,44917448704,46131621888,7305084928
47,16.1,44837056512,46051229696,7493636096
48,15.9,44928180224,46142193664,7483228160
49,15.7,45055037440,46269042688,7383916544
50,15.8,45018615808,46232621056,7420338176
51,16.2,44758523904,45972606976,7572045824
52,16.2,44800557056,46014164992,7638212608
53,15.9,44920692736,46134681600,7518076928
54,15.9,44951797760,46165786624,7595130880
55,15.8,44996931584,46210822144,7528960000
56,15.6,45102116864,46315995136,7444971520
57,15.8,44974866432,46188744704,7639572480
58,15.5,45150924800,46364803072,7504322560
59,16.4,44689252352,45903364096,7528513536
60,16.4,44662091776,45876236288,7452073984
61,16.2,44782219264,45996363776,7439949824
62,16.0,44891779072,46105923584,7438581760
63,16.4,44665548800,45879738368,7556730880
64,16.2,44749348864,45963538432,7557709824
65,16.1,44817993728,46032183296,7512621056
66,16.0,44907560960,46121664512,7422898176
67,16.4,44682084352,45896327168,7539908608
68,16.3,44742311936,45956538368,7587897344
69,16.4,44690812928,45904875520,7747555328
70,16.1,44829294592,46043357184,7468068864
71,16.1,44807860224,46021922816,7523012608
72,16.2,44793790464,46007803904,7580696576
73,16.1,44810715136,46025129984,7566000128
74,16.0,44883996672,46098411520,7554097152
75,16.9,44402073600,45617172480,7710945280
76,16.4,44666281984,45881380864,7554924544
77,16.5,44600020992,45814956032,7621517312
78,16.3,44718895104,45933797376,7539556352
79,16.4,44663357440,45878259712,7590268928
80,16.1,44844113920,46059016192,7485489152
81,16.1,44841099264,46055854080,7589179392
82,15.9,44918206464,46132961280,7395618816
83,16.6,44569378816,45784240128,7633059840
84,16.6,44545339392,45760200704,7676346368
85,16.4,44644319232,45859180544,7685525504
86,16.3,44710567936,45925347328,7660609536
87,16.3,44718161920,45932941312,7625809920
88,16.2,44753907712,45968687104,7514419200
89,16.2,44794667008,46009446400,7535702016
90,15.9,44966154240,46180933632,7472373760
91,16.3,44741255168,45956177920,7480315904
92,16.2,44766289920,45981274112,7562977280
93,16.2,44800626688,46015516672,7637020672
94,15.9,44937306112,46152032256,7552761856
95,16.0,44912734208,46127460352,7633403904
96,15.7,45063258112,46277984256,7482880000
97,15.8,45005926400,46220652544,7559122944
98,15.8,44980101120,46194647040,7620087808
99,16.3,44704690176,45919547392,7516676096
100,16.4,44686475264,45901332480,7534710784
101,16.5,44632440832,45847384064,7545786368
102,16.3,44708065280,45923065856,7513350144
103,16.2,44769370112,45984370688,7559872512
104,16.2,44787224576,46002163712,7598899200
105,16.0,44909432832,46124371968,7528116224
106,15.8,44978036736,46192807936,7567859712
107,16.4,44641583104,45856473088,7580311552
108,16.1,44815306752,46030196736,7514415104
109,16.0,44871761920,46086651904,7566118912
110,16.0,44887134208,46101860352,7618428928
111,15.9,44937977856,46152704000,7608393728
112,15.8,44972261376,46186844160,7575035904
113,15.9,44943323136,46157905920,7524421632
114,15.8,45022044160,46237028352,7524253696
115,16.5,44630540288,45845430272,7619305472
116,16.3,44712005632,45926514688,7515521024
117,16.3,44708597760,45923487744,7621050368
118,16.2,44774563840,45989072896,7575654400
119,16.1,44830396416,46045286400,7572242432
120,15.9,44914077696,46128967680,7415902208
121,16.0,44895444992,46110228480,7529156608
122,16.0,44881678336,46096461824,7565815808
123,16.3,44706320384,45921333248,7488028672
124,16.1,44807737344,46022750208,7413665792
125,16.2,44777873408,45992886272,7551356928
126,16.0,44887289856,46102220800,7550283776
127,15.9,44931411968,46146146304,7513616384
128,15.9,44928040960,46142775296,7510020096
129,15.8,45010472960,46225170432,7535845376
130,15.8,44977029120,46191726592,7569289216
131,16.9,44395859968,45611028480,7508516864
132,16.5,44625043456,45840318464,7379599360
133,16.4,44683366400,45898547200,7429472256
134,16.2,44778471424,45993525248,7430348800
135,16.3,44741361664,45956382720,7480180736
136,16.2,44803117056,46018138112,7526252544
137,16.0,44874530816,46089551872,7562997760
138,15.9,44938862592,46153715712,7606824960
139,16.2,44758999040,45973774336,7571070976
140,16.2,44754825216,45969711104,7530901504
141,16.4,44693098496,45907984384,7637086208
142,16.1,44854112256,46069006336,7583547392
143,16.1,44856942592,46071668736,7581048832
144,15.7,45040185344,46254911488,7505965056
145,15.7,45042458624,46257131520,7471824896
146,15.5,45135687680,46350319616,7410860032
147,16.7,44498489344,45713616896,7614504960
148,16.6,44571496448,45786624000,7649656832
149,16.5,44612894720,45827854336,7652384768
150,16.6,44529143808,45744091136,7669354496
151,16.4,44684382208,45899390976,7537037312
152,16.3,44739325952,45954334720,7482425344
153,16.3,44726743040,45941751808,7495008256
154,16.2,44776366080,45991374848,7553544192
155,16.5,44630675456,45845811200,7482478592
156,16.7,44497084416,45712220160,7723896832
157,16.5,44635594752,45850566656,7693877248
158,16.4,44648091648,45863063552,7755366400
159,16.6,44566421504,45781393408,7725228032
160,16.3,44725825536,45940695040,7540023296
161,16.3,44694056960,45909004288,7527333888
162,16.1,44804771840,46019719168,7524777984
163,16.6,44561227776,45776228352,7660023808
164,16.5,44608458752,45823381504,7720935424
165,16.7,44517605376,45732528128,7919857664
166,16.3,44729536512,45944295424,7742099456
167,16.4,44660387840,45875146752,7589289984
168,16.4,44654944256,45869703168,7568191488
169,16.1,44852662272,46067752960,7478300672
170,16.3,44742737920,45957640192,7602147328
171,16.5,44596039680,45810941952,7625261056
172,16.3,44704022528,45918924800,7625105408
173,16.2,44748922880,45963743232,7688310784
174,16.3,44725870592,45940678656,7789944832
175,16.1,44805492736,46020300800,7475757056
176,16.1,44854673408,46069481472,7475679232
177,16.1,44844539904,46059184128,7584350208
178,16.1,44833038336,46047694848,7558868992
179,16.2,44794224640,46009118720,7427420160
180,16.2,44802134016,46017036288,7527501824
181,16.0,44904226816,46119129088,7533236224
182,16.0,44910645248,46125547520,7634976768
183,16.1,44805738496,46020476928,7617458176
184,16.0,44861304832,46076043264,7577153536
185,15.9,44933210112,46147866624,7612932096
186,15.9,44923101184,46137757696,7623041024
187,16.1,44851863552,46066438144,7369871360
188,16.0,44880011264,46094966784,7449550848
189,16.3,44739477504,45954433024,7649472512
190,15.9,44953075712,46168031232,7484465152
191,15.9,44939550720,46154338304,7600177152
192,15.8,44972122112,46186889216,7574077440
193,15.9,44959195136,46173962240,7587004416
194,15.6,45095698432,46310465536,7558660096
195,16.3,44728442880,45943189504,7493390336
196,16.1,44857311232,46072250368,7472271360
197,16.2,44797194240,46012133376,7640215552
198,16.2,44759965696,45974740992,7684411392
199,16.1,44806127616,46020902912,7670099968
200,16.2,44764659712,45979435008,7781212160
201,15.9,44964950016,46179680256,7581044736
202,15.9,44941570048,46156300288,7623667712
203,16.3,44710543360,45925556224,7510884352
204,16.1,44847390720,46062403584,7481864192
205,16.1,44849209344,46064058368,7588536320
206,15.5,45144076288,46358925312,7401496576
207,15.4,45197451264,46412132352,7456612352
208,15.4,45188890624,46403567616,7573008384
209,15.6,45111947264,46326288384,7729676288
210,15.3,45266497536,46480838656,7591714816
211,16.0,44859633664,46074314752,7379415040
212,16.1,44829458432,46044139520,7500496896
213,15.8,45020397568,46235078656,7417384960
214,15.9,44960948224,46175764480,7584727040
215,15.5,45173485568,46388133888,7480680448
216,15.5,45171040256,46385524736,7591284736
217,15.4,45241786368,46456270848,7591538688
218,15.2,45308936192,46523420672,7453720576
219,16.0,44909973504,46124765184,7494893568
220,16.0,44904923136,46119710720,7486857216
221,15.8,44984352768,46199140352,7453544448
222,15.7,45025366016,46240153600,7520690176
223,15.4,45213638656,46428262400,7440576512
224,15.4,45193228288,46407852032,7569145856
225,15.2,45317554176,46531887104,7553290240
226,15.3,45297131520,46511464448,7681540096
227,16.2,44775325696,45990100992,7446769664
228,16.1,44814524416,46029262848,7515652096
229,15.9,44937891840,46152826880,7499534336
230,16.0,44885352448,46100123648,7660564480
231,15.8,45000552448,46215155712,7551004672
232,15.7,45062414336,46277017600,7591993344
233,15.6,45125918720,46340521984,7572283392
234,15.4,45218492416,46432952320,7515889664
235,15.8,44987752448,46202458112,7446331392
236,16.0,44875583488,46090399744,7574609920
237,15.8,45017313280,46232129536,7528763392
238,15.6,45080825856,46295478272,7573741568
239,15.7,45028392960,46242877440,7734333440
240,15.6,45090525184,46305009664,7672201216
241,15.5,45174206464,46388633600,7608344576
242,15.2,45309939712,46524366848,7553232896
243,15.9,44920508416,46135308288,7409364992
244,16.2,44801593344,46016393216,7636107264
245,15.7,45024387072,46239236096,7521402880
246,15.9,44942569472,46157250560,7711379456
247,15.6,45088202752,46302883840,7566077952
248,15.6,45112795136,46327312384,7649644544
249,15.5,45159084032,46373601280,7711514624
250,15.5,45180420096,46394679296,7741128704
251,16.1,44831846400,46046777344,7497592832
252,16.1,44852858880,46067789824,7584407552
253,15.7,45042139136,46256902144,7395610624
254,16.0,44911718400,46126436352,7634157568
255,15.7,45037256704,46251974656,7508951040
256,15.9,44947390464,46162108416,7679438848
257,15.7,45030301696,46245019648,7516057600
258,15.7,45029552128,46244147200,7624761344
259,16.3,44713775104,45928607744,7616008192
260,16.2,44781252608,45996085248,7655694336
261,16.4,44669693952,45884526592,7667056640
262,16.1,44805779456,46020616192,7533162496
263,16.0,44909756416,46124597248,7527874560
264,15.9,44927283200,46142124032,7528263680
265,15.7,45025218560,46240059392,7520571392
266,15.5,45167386624,46382059520,7486894080
267,15.9,44917080064,46131806208,7412793344
268,16.1,44809891840,46024728576,7627907072
269,15.9,44934901760,46149767168,7610552320
270,16.1,44849147904,46063849472,7804796928
271,16.0,44872671232,46087204864,7815778304
272,15.7,45028139008,46242672640,7621160960
273,15.7,45030895616,46245605376,7515181056
274,15.7,45033943040,46248652800,7619964928
275,16.0,44860055552,46074896384,7469408256
276,16.0,44900839424,46115680256,7536451584
277,16.0,44885094400,46099771392,7660687360
278,16.1,44818489344,46033178624,7727738880
279,16.0,44873662464,46088351744,7653654528
280,16.0,44868001792,46083129344,7577845760
281,15.8,45017346048,46232473600,7528366080
282,15.8,45002313728,46217445376,7651323904
283,16.1,44826152960,46041886720,7501914112
284,16.1,44851212288,46066962432,7585161216
285,15.9,44957110272,46172860416,7479263232
286,15.9,44940062720,46155812864,7604137984
287,15.8,44995084288,46210834432,7564378112
288,15.7,45041299456,46256824320,7503552512
289,15.8,44983439360,46198964224,7561412608
290,15.9,44919431168,46134956032,7641862144
291,16.3,44724240384,45940187136,7495733248
292,16.3,44726878208,45942824960,7600922624
293,16.2,44774744064,45990690816,7611121664
294,16.0,44882804736,46098751488,7491600384
295,15.9,44927164416,46143111168,7508619264
296,15.8,44999647232,46215364608,7544807424
297,15.6,45090357248,46306074624,7542525952
298,15.7,45051936768,46267535360,7600934912
299,16.3,44733554688,45949321216,7486959616
300,16.1,44816396288,46032162816,7511945216
301,15.8,44989452288,46205218816,7415529472
302,15.8,45016465408,46232240128,7419863040
303,15.6,45093515264,46308904960,7450648576
304,15.9,44957478912,46173085696,7605596160
305,15.5,45143457792,46359064576,7509196800
306,15.5,45164265472,46379786240,7596765184
307,16.3,44718407680,45934272512,7501729792
308,16.1,44804034560,46019899392,7472173056
309,16.2,44754182144,45970046976,7574114304
310,16.1,44815798272,46031691776,7517577216
311,16.1,44829409280,46045184000,7607013376
312,16.0,44904431616,46120206336,7639818240
313,15.7,45022445568,46238220288,7629631488
314,15.6,45126840320,46342451200,7560736768
315,16.2,44797206528,46012764160,7531581440
316,15.9,44952465408,46168051712,7448387584
317,15.8,44998627328,46214402048,7437647872
318,15.9,44921921536,46137696256,7622512640
319,15.7,45062864896,46278520832,7541399552
320,15.6,45121949696,46337490944,7493341184
321,15.5,45145010176,46360543232,7508303872
322,15.4,45199618048,46415093760,7541755904
323,16.4,44691333120,45907083264,7541489664
324,16.0,44905140224,46120890368,7422902272
325,16.2,44790677504,46006427648,7580827648
326,16.0,44899958784,46115721216,7536578560
327,15.9,44961722368,46177484800,7582461952
328,15.7,45062955008,46278717440,7481561088
329,15.6,45086363648,46301958144,7566311424
330,15.6,45102936064,46318530560,7589552128
331,16.1,44827385856,46043242496,7574122496
332,16.1,44817027072,46032789504,7526764544
333,15.8,44999688192,46215450624,7436849152
334,16.0,44898201600,46113964032,7572840448
335,16.1,44838707200,46054469632,7597686784
336,15.9,44958019584,46173683712,7585878016
337,16.1,44816490496,46032154624,7712808960
338,15.8,45004275712,46219939840,7540436992
339,15.8,45016571904,46232203264,7528054784
340,16.1,44839333888,46055325696,7374573568
341,16.2,44798607360,46014599168,7421272064
342,16.1,44845690880,46061682688,7482347520
343,16.1,44832456704,46048342016,7603830784
344,16.3,44733669376,45949386752,7734136832
345,16.0,44874477568,46090178560,7562182656
346,16.0,44899332096,46115041280,7537127424
347,15.9,44944343040,46160052224,7599616000
348,16.2,44780429312,45996281856,7538921472
349,16.3,44706619392,45922451456,7621779456
350,16.3,44723900416,45939732480,7703846912
351,16.2,44776189952,45992022016,7660183552
352,16.2,44785229824,46001061888,7536017408
353,16.2,44783226880,45999058944,7545651200
354,16.0,44878995456,46094774272,7557328896
355,16.1,44840394752,46056173568,7703756800
356,16.2,44801220608,46016909312,7527120896
357,16.3,44743512064,45959200768,7692656640
358,16.2,44753162240,45968912384,7683391488
359,16.2,44776103936,45991886848,7581581312
360,16.1,44852363264,46068146176,7443279872
361,16.0,44903510016,46119624704,7425310720
362,16.1,44836921344,46052704256,7507824640
363,15.9,44950388736,46166155264,7485960192
364,16.5,44601229312,45816979456,7727435776
365,16.3,44746022912,45961773056,7655632896
366,16.2,44794494976,46010245120,7641997312
367,16.1,44854788096,46070538240,7583694848
368,16.4,44682297344,45897998336,7573729280
369,16.0,44892393472,46108262400,7414841344
370,15.9,44925562880,46141431808,7402573824
371,15.9,44966551552,46182404096,7469801472
372,16.5,44633886720,45851815936,7628685312
373,16.2,44779704320,45997699072,7522508800
374,16.4,44683194368,45901189120,7642906624
375,16.2,44784734208,46002728960,7541366784
376,16.1,44803567616,46021562368,7561019392
377,16.0,44903952384,46121848832,7530209280
378,16.1,44802592768,46020489216,7631568896
379,15.9,44940656640,46158553088,7521705984
380,16.1,44813238272,46031118336,7620952064
381,16.1,44850061312,46067879936,7692259328
382,15.9,44953800704,46171512832,7646646272
383,15.7,45066739712,46284451840,7475978240
384,15.4,45206581248,46424293376,7444295680
385,15.5,45182664704,46400294912,7576051712
386,15.5,45139660800,46357291008,7606448128
387,15.6,45126393856,46344024064,7524315136
388,15.9,44934111232,46151995392,7499558912
389,15.9,44914110464,46131994624,7627718656
390,15.8,44986376192,46204260352,7663280128
391,15.9,44927852544,46145478656,7767502848
392,15.7,45038886912,46256513024,7719837696
393,15.6,45088899072,46306525184,7669977088
394,15.6,45087801344,46305427456,7639044096
395,15.8,44972634112,46190264320,7547510784
396,15.9,44964229120,46181974016,7470137344
397,15.7,45020094464,46237896704,7522271232
398,15.6,45092700160,46310502400,7557492736
399,15.4,45188390912,46406025216,7570292736
400,15.5,45139783680,46357254144,7727058944
401,15.8,44994772992,46212222976,7726755840
402,15.7,45055221760,46272671744,7704129536
403,16.1,44834279424,46052163584,7491903488
404,16.0,44860973056,46078857216,7573041152
405,16.0,44897378304,46115295232,7644217344
406,15.9,44942180352,46159982592,7708192768
407,15.9,44941774848,46159409152,7726845952
408,15.9,44961558528,46179192832,7797305344
409,15.8,44970188800,46187843584,7524696064
410,15.9,44931133440,46148788224,7562092544
411,16.2,44768985088,45987000320,7556759552
412,16.1,44831244288,46049259520,7602331648
413,16.2,44768382976,45986230272,7773683712
414,16.0,44869378048,46087225344,7672508416
415,15.9,44915224576,46132920320,7735226368
416,15.9,44958355456,46176051200,7584268288
417,15.7,45049892864,46267588608,7492399104
418,15.8,44967989248,46185709568,7574560768
419,16.0,44903104512,46120800256,7531311104
420,16.1,44840505344,46058381312,7593705472
421,15.9,44922077184,46139953152,7619960832
422,16.0,44903993344,46121701376,7670558720
423,15.9,44961419264,46179127296,7689109504
424,15.8,44979703808,46197272576,7622365184
425,15.9,44918046720,46135914496,7408173056
426,15.7,45020065792,46237933568,7414312960
427,15.9,44948832256,46166536192,7551569920
428,16.1,44824662016,46042419200,7610007552
429,15.9,44941574144,46159327232,7600885760
430,16.0,44884783104,46102536192,7657676800
431,15.8,44997615616,46215368704,7653003264
432,15.9,44946087936,46163677184,7672016896
433,15.9,44929081344,46147010560,7397171200
434,15.9,44928036864,46145888256,7506378752
435,16.0,44895383552,46113234944,7547326464
436,16.3,44736720896,45954703360,7589126144
437,16.3,44744466432,45962448896,7689383936
438,15.9,44930269184,46148050944,7500230656
439,15.9,44910415872,46128197632,7524245504
440,15.8,45019201536,46236983296,7523291136
441,16.3,44733050880,45951037440,7485100032
442,16.1,44850331648,46068318208,7475642368
443,16.2,44779339776,45997326336,7654133760
444,16.2,44781793280,45999697920,7544352768
445,16.2,44764053504,45982007296,7454674944
446,16.0,44909854720,46127820800,7308845056
447,16.2,44761387008,45979353088,7565320192
448,16.1,44838248448,46056157184,7595892736
449,16.4,44659044352,45877149696,7558688768
450,16.5,44634767360,45852872704,7690792960
451,16.4,44647325696,45865328640,7678795776
452,15.9,44943949824,46161903616,7412137984
453,16.0,44895735808,46113722368,7293874176
454,15.9,44921090048,46139187200,7296634880
455,15.8,44969103360,46187171840,7356534784
456,16.0,44872196096,46090096640,7561932800
457,16.4,44641374208,45859254272,7649648640
458,16.4,44677787648,45895667712,7624183808
459,16.3,44720758784,45938638848,7605432320
460,16.2,44747812864,45965787136,7620509696
461,16.2,44800040960,46018015232,7633973248
462,16.0,44876947456,46094921728,7504977920
463,16.0,44884992000,46102966272,7549353984
464,15.8,44981788672,46199595008,7561048064
465,16.1,44837679104,46055583744,7488462848
466,16.1,44825575424,46043480064,7608393728
467,16.0,44902952960,46120841216,7610707968
468,16.1,44849577984,46067675136,7444668416
469,16.3,44714881024,45932883968,7516385280
470,16.2,44769296384,45987299328,7556472832
471,16.2,44777517056,45995520000,7548583936
472,15.9,44942475264,46160478208,7491452928
473,16.0,44863406080,46081298432,7462965248
474,16.1,44820234240,46038126592,7613632512
475,16.1,44830773248,46048665600,7603425280
476,16.5,44619227136,45837213696,7598743552
477,16.4,44659712000,45877698560,7666417664
478,16.3,44729204736,45947191296,7596929024
479,16.1,44829319168,46047277056,7496937472
480,16.0,44868911104,46086868992,7546593280
481,16.1,44801773568,46019731456,7524302848
482,16.0,44879400960,46097358848,7554834432
483,15.9,44914098176,46131953664,7564406784
484,16.5,44592652288,45810651136,7625486336
485,16.1,44827451392,46045450240,7467659264
486,16.4,44672389120,45890387968,7548071936
487,16.2,44763000832,45980999680,7502249984
488,16.0,44872404992,46090403840,7453892608
489,15.9,44949774336,46167715840,7411318784
490,16.0,44893442048,46111383552,7540641792
491,15.7,45032214528,46250156032,7510028288
492,16.4,44659576832,45877456896,7575715840
493,16.3,44730564608,45948444672,7592980480
494,16.3,44716191744,45934190592,7525093376
495,16.1,44830855168,46048854016,7387205632
496,16.2,44746813440,45964812288,7579250688
497,16.2,44748435456,45966434304,7577808896
498,16.3,44738359296,45956358144,7695712256
499,16.1,44810964992,46028898304,7709913088
500,16.3,44714381312,45932511232,7503130624
501,16.1,44818460672,46036496384,7507243008
502,16.2,44782804992,46000840704,7611576320
503,16.3,44730327040,45948362752,7488212992
504,16.0,44898021376,46116032512,7428198400
505,16.0,44870696960,46088728576,7563038720
506,15.9,44944568320,46162432000,7597666304
507,16.1,44801679360,46019543040,7702401024
508,16.5,44629286912,45847293952,7588659200
509,16.5,44626477056,45844557824,7483584512
510,16.3,44702806016,45920505856,7443087360
511,16.2,44760674304,45978755072,7457546240
512,16.3,44715065344,45933146112,7610982400
513,16.1,44832169984,46050250752,7602036736
514,16.1,44838629376,46056509440,7627952128
515,16.0,44909604864,46127484928,7622668288
516,16.4,44662509568,45880635392,7555022848
517,16.6,44553797632,45771923456,7490367488
518,16.5,44594913280,45813092352,7514755072
519,16.4,44674170880,45892427776,7543095296
520,16.3,44737495040,45955588096,7588261888
521,15.9,44925837312,46143930368,7506419712
522,16.0,44879253504,46097346560,7554662400
523,16.0,44890124288,46107987968,7544401920
524,16.3,44717957120,45936095232,7499837440
525,16.4,44678418432,45896556544,7646928896
526,16.3,44726235136,45944279040,7707484160
527,16.2,44747350016,45965225984,7746752512
528,16.4,44683296768,45901172736,7650226176
529,15.9,44932202496,46150078464,7502512128
530,15.9,44911435776,46129397760,7630602240
531,15.9,44934602752,46152441856,7715536896
532,16.0,44869001216,46086885376,7530377216
533,15.9,44937166848,46155112448,7389466624
534,15.9,44928622592,46146568192,7505506304
535,15.8,45009629184,46227574784,7532658688
536,15.6,45096800256,46314745856,7488950272
537,15.6,45078368256,46296145920,7571746816
538,15.6,45126672384,46344237056,7539634176
539,15.5,45170245632,46387810304,7588626432
540,16.1,44829442048,46047109120,7570882560
541,16.0,44868063232,46085730304,7566434304
542,16.0,44891496448,46109356032,7453024256
543,15.7,45070123008,46287982592,7334117376
544,15.5,45176233984,46394093568,7258529792
545,15.6,45098409984,46316269568,7444180992
546,15.6,45129113600,46346809344,7450968064
547,15.7,45067198464,46284886016,7583428608
548,16.0,44882305024,46100049920,7552397312
549,16.2,44783759360,46001504256,7583924224
550,16.0,44907036672,46124781568,7420170240
551,15.7,45025726464,46243471360,7315415040
552,15.7,45049831424,46267576320,7385534464
553,15.9,44915908608,46133747712,7626407936
554,15.7,45060276224,46278115328,7589867520
555,15.5,45174063104,46391824384,7560196096
556,16.1,44811980800,46029758464,7730274304
557,15.9,44923498496,46141276160,7588233216
558,15.9,44926656512,46144548864,7389286400
559,15.9,44961579008,46179471360,7364648960
560,15.7,45032951808,46250844160,7401435136
561,15.9,44951650304,46169542656,7590563840
562,15.7,45048389632,46266171392,7602044928
563,15.5,45172498432,46390280192,7585763328
564,16.6,44559491072,45777641472,7442169856
565,16.1,44835954688,46054227968,7273472000
566,16.1,44805840896,46024114176,7411589120
567,15.9,44924760064,46142865408,7400828928
568,16.0,44907003904,46125072384,7526846464
569,16.0,44873928704,46091870208,7560359936
570,15.7,45024874496,46242701312,7517474816
571,15.9,44911460352,46129287168,7738716160
572,16.4,44683173888,45901156352,7426863104
573,16.2,44774985728,45992984576,7439523840
574,16.2,44793745408,46011908096,7424086016
575,16.2,44777029632,45995192320,7484928000
576,16.0,44867268608,46085431296,7458721792
577,16.0,44878548992,46096547840,7555600384
578,15.9,44932009984,46149840896,7610630144
579,15.9,44949364736,46167105536,7701159936
580,16.4,44661542912,45879267328,7555940352
581,16.3,44736434176,45954519040,7373443072
582,16.2,44793974784,46012059648,7423729664
583,16.1,44815257600,46033358848,7510212608
584,16.1,44839403520,46057426944,7594549248
585,15.9,44926767104,46144626688,7576195072
586,16.1,44835270656,46053130240,7632523264
587,15.9,44950081536,46167941120,7541268480
588,16.4,44664283136,45882269696,7512924160
589,16.5,44582002688,45800112128,7635767296
590,16.3,44708110336,45926219776,7617818624
591,16.3,44737458176,45955567616,7588470784
592,16.2,44776685568,45994668032,7657476096
593,16.1,44831256576,46049206272,7635537920
594,16.1,44845621248,46063570944,7621505024
595,15.8,45011329024,46229159936,7423373312
596,16.5,44580593664,45798752256,7538688000
597,16.5,44600893440,45819052032,7616774144
598,16.4,44684165120,45901942784,7551750144
599,16.4,44675887104,45894045696,7649939456
600,16.1,44833136640,46051131392,7493021696
601,16.2,44790759424,46008754176,7535730688
602,16.0,44890304512,46108254208,7543799808
603,15.8,44983869440,46201819136,7450234880
604,16.6,44541349888,45759393792,7784378368
605,16.6,44549369856,45767372800,7722065920
606,16.5,44624216064,45842292736,7485984768
607,16.7,44500393984,45718470656,7644487680
608,16.5,44627091456,45845209088,7482834944
609,16.3,44723458048,45941575680,7494475776
610,16.1,44821458944,46039576576,7504302080
611,16.1,44844511232,46062608384,7481290752
612,16.2,44748726272,45966774272,7577169920
613,16.3,44734681088,45952729088,7591215104
614,16.3,44713500672,45931548672,7504900096
615,16.3,44718448640,45936496640,7607779328
616,16.1,44843606016,46061539328,7590531072
617,15.9,44932526080,46150459392,7558012928
618,16.0,44898258944,46116192256,7644037120
619,16.1,44841205760,46058971136,7619805184
620,16.5,44585590784,45803618304,7632576512
621,16.5,44618219520,45836193792,7533879296
622,16.2,44762271744,45980422144,7455412224
623,16.2,44792049664,46010200064,7533461504
624,16.0,44886564864,46104653824,7547252736
625,15.8,44982603776,46200930304,7559413760
626,15.8,44965576704,46183403520,7605637120
627,15.6,45111558144,46329307136,7430963200
628,16.4,44655820800,45873840128,7669952512
629,16.1,44829294592,46047313920,7577100288
630,16.3,44737716224,45955735552,7480561664
631,16.0,44892663808,46110683136,7433441280
632,15.9,44919558144,46137503744,7514554368
633,16.1,44832522240,46050467840,7493763072
634,15.9,44952821760,46170767360,7481622528
635,16.0,44886056960,46103891968,7656456192
636,16.6,44537208832,45755363328,7572459520
637,16.5,44598571008,45816725504,7515742208
638,16.3,44715024384,45933178880,7502802944
639,16.3,44702691328,45920845824,7515287552
640,16.2,44763693056,45981868032,7561715712
641,15.9,44939071488,46157144064,7408852992
642,15.8,44981374976,46199447552,7452479488
643,15.8,45011517440,46229516288,7530672128
644,16.6,44542787584,45760815104,7522201600
645,16.5,44632457216,45850738688,7476961280
646,16.3,44709109760,45927391232,7508135936
647,16.3,44727586816,45945782272,7597838336
648,16.1,44809650176,46027784192,7407890432
649,16.4,44675653632,45893693440,7593857024
650,16.2,44762566656,45980606464,7563345920
651,16.1,44828860416,46046900224,7554781184
652,16.5,44591882240,45809930240,7630655488
653,16.4,44661280768,45879328768,7556612096
654,16.2,44761661440,45979766784,7456403456
655,16.3,44709208064,45927284736,7616630784
656,16.1,44831047680,46049124352,7550529536
657,16.1,44854513664,46072590336,7579484160
658,16.1,44828782592,46046695424,7713374208
659,15.9,44946014208,46163927040,7663276032
660,16.3,44691623936,45909495808,7634980864
661,16.3,44729962496,45947994112,7547265024
662,16.2,44758269952,45976301568,7538532352
663,15.9,44917821440,46135853056,7408508928
664,15.7,45043097600,46261129216,7391059968
665,15.7,45033783296,46251683840,7508250624
